0   616216097              132748    control1  68.85.5.117
1   596748840              680054    control2   68.85.5.26
2   635968547              917445    control3   68.85.5.26
3   643942757              445137    control4  68.87.10.82
4   623545023             1246867    control5   68.85.5.26
5   630655119              178505    control6   68.85.5.17
6   639264768             1197461    control7    68.85.5.8
7   486281073             1359041    control8   68.85.5.26
8   614573568              304891    250-test  68.87.10.82
